training_seed,scenario_id,condition,task,simulator_seed,initial_state_pair_key,object_point_identity_key,occlusion_start_step,occlusion_duration_steps,control_hz,split
1,pb_bowl_s1_005,E10,bowl_on_plate,2186146589,pb_bowl_s1_005_state,pb_bowl_s1_005_points128,25,10,20,test
1,pb_bowl_s1_006,E00,bowl_on_plate,1069189097,pb_bowl_s1_006_state,pb_bowl_s1_006_points128,,0,20,test
1,pb_bowl_s1_006,E10,bowl_on_plate,1069189097,pb_bowl_s1_006_state,pb_bowl_s1_006_points128,30,5,20,test
1,pb_bowl_s1_007,E00,bowl_on_plate,1400882446,pb_bowl_s1_007_state,pb_bowl_s1_007_points128,,0,20,test
1,pb_bowl_s1_007,E10,bowl_on_plate,1400882446,pb_bowl_s1_007_state,pb_bowl_s1_007_points128,35,10,20,test
1,pb_bowl_s1_008,E00,bowl_on_plate,2352078899,pb_bowl_s1_008_state,pb_bowl_s1_008_points128,,0,20,test
1,pb_bowl_s1_008,E10,bowl_on_plate,2352078899,pb_bowl_s1_008_state,pb_bowl_s1_008_points128,20,5,20,test
1,pb_bowl_s1_009,E00,bowl_on_plate,4279328314,pb_bowl_s1_009_state,pb_bowl_s1_009_points128,,0,20,test
1,pb_bowl_s1_009,E10,bowl_on_plate,4279328314,pb_bowl_s1_009_state,pb_bowl_s1_009_points128,25,10,20,test
1,pb_bowl_s1_010,E00,bowl_on_plate,2629664689,pb_bowl_s1_010_state,pb_bowl_s1_010_points128,,0,20,test
1,pb_bowl_s1_010,E10,bowl_on_plate,2629664689,pb_bowl_s1_010_state,pb_bowl_s1_010_points128,30,5,20,test
1,pb_bowl_s1_011,E00,bowl_on_plate,2857391144,pb_bowl_s1_011_state,pb_bowl_s1_011_points128,,0,20,test
1,pb_bowl_s1_011,E10,bowl_on_plate,2857391144,pb_bowl_s1_011_state,pb_bowl_s1_011_points128,35,10,20,test
1,pb_bowl_s1_012,E00,bowl_on_plate,2665234463,pb_bowl_s1_012_state,pb_bowl_s1_012_points128,,0,20,test
1,pb_bowl_s1_012,E10,bowl_on_plate,2665234463,pb_bowl_s1_012_state,pb_bowl_s1_012_points128,20,5,20,test
1,pb_bowl_s1_013,E00,bowl_on_plate,354742062,pb_bowl_s1_013_state,pb_bowl_s1_013_points128,,0,20,test
1,pb_bowl_s1_013,E10,bowl_on_plate,354742062,pb_bowl_s1_013_state,pb_bowl_s1_013_points128,25,10,20,test
1,pb_bowl_s1_014,E00,bowl_on_plate,3709443532,pb_bowl_s1_014_state,pb_bowl_s1_014_points128,,0,20,test
1,pb_bowl_s1_014,E10,bowl_on_plate,3709443532,pb_bowl_s1_014_state,pb_bowl_s1_014_points128,30,5,20,test
1,pb_bowl_s1_015,E00,bowl_on_plate,4242348611,pb_bowl_s1_015_state,pb_bowl_s1_015_points128,,0,20,test
1,pb_bowl_s1_015,E10,bowl_on_plate,4242348611,pb_bowl_s1_015_state,pb_bowl_s1_015_points128,35,10,20,test
1,pb_bowl_s1_016,E00,bowl_on_plate,918541905,pb_bowl_s1_016_state,pb_bowl_s1_016_points128,,0,20,test
1,pb_bowl_s1_016,E10,bowl_on_plate,918541905,pb_bowl_s1_016_state,pb_bowl_s1_016_points128,20,5,20,test
1,pb_bowl_s1_017,E00,bowl_on_plate,3729467782,pb_bowl_s1_017_state,pb_bowl_s1_017_points128,,0,20,test
1,pb_bowl_s1_017,E10,bowl_on_plate,3729467782,pb_bowl_s1_017_state,pb_bowl_s1_017_points128,25,10,20,test
1,pb_bowl_s1_018,E00,bowl_on_plate,565385375,pb_bowl_s1_018_state,pb_bowl_s1_018_points128,,0,20,test
1,pb_bowl_s1_018,E10,bowl_on_plate,565385375,pb_bowl_s1_018_state,pb_bowl_s1_018_points128,30,5,20,test
1,pb_bowl_s1_019,E00,bowl_on_plate,894432714,pb_bowl_s1_019_state,pb_bowl_s1_019_points128,,0,20,test
1,pb_bowl_s1_019,E10,bowl_on_plate,894432714,pb_bowl_s1_019_state,pb_bowl_s1_019_points128,35,10,20,test
1,pb_bowl_s1_020,E00,bowl_on_plate,4237359806,pb_bowl_s1_020_state,pb_bowl_s1_020_points128,,0,20,test
1,pb_bowl_s1_020,E10,bowl_on_plate,4237359806,pb_bowl_s1_020_state,pb_bowl_s1_020_points128,20,5,20,test
1,pb_bowl_s1_021,E00,bowl_on_plate,4081058346,pb_bowl_s1_021_state,pb_bowl_s1_021_points128,,0,20,test
1,pb_bowl_s1_021,E10,bowl_on_plate,4081058346,pb_bowl_s1_021_state,pb_bowl_s1_021_points128,25,10,20,test
1,pb_bowl_s1_022,E00,bowl_on_plate,3680227033,pb_bowl_s1_022_state,pb_bowl_s1_022_points128,,0,20,test
1,pb_bowl_s1_022,E10,bowl_on_plate,3680227033,pb_bowl_s1_022_state,pb_bowl_s1_022_points128,30,5,20,test
1,pb_bowl_s1_023,E00,bowl_on_plate,4009532828,pb_bowl_s1_023_state,pb_bowl_s1_023_points128,,0,20,test
1,pb_bowl_s1_023,E10,bowl_on_plate,4009532828,pb_bowl_s1_023_state,pb_bowl_s1_023_points128,35,10,20,test
1,pb_bowl_s1_024,E00,bowl_on_plate,133844067,pb_bowl_s1_024_state,pb_bowl_s1_024_points128,,0,20,test
1,pb_bowl_s1_024,E10,bowl_on_plate,133844067,pb_bowl_s1_024_state,pb_bowl_s1_024_points128,20,5,20,test
1,pb_bowl_s1_025,E00,bowl_on_plate,2904521358,pb_bowl_s1_025_state,pb_bowl_s1_025_points128,,0,20,test
1,pb_bowl_s1_025,E10,bowl_on_plate,2904521358,pb_bowl_s1_025_state,pb_bowl_s1_025_points128,25,10,20,test
1,pb_bowl_s1_026,E00,bowl_on_plate,2783143255,pb_bowl_s1_026_state,pb_bowl_s1_026_points128,,0,20,test
1,pb_bowl_s1_026,E10,bowl_on_plate,2783143255,pb_bowl_s1_026_state,pb_bowl_s1_026_points128,30,5,20,test
1,pb_bowl_s1_027,E00,bowl_on_plate,1421366250,pb_bowl_s1_027_state,pb_bowl_s1_027_points128,,0,20,test
1,pb_bowl_s1_027,E10,bowl_on_plate,1421366250,pb_bowl_s1_027_state,pb_bowl_s1_027_points128,35,10,20,test
1,pb_bowl_s1_028,E00,bowl_on_plate,3897644230,pb_bowl_s1_028_state,pb_bowl_s1_028_points128,,0,20,test
1,pb_bowl_s1_028,E10,bowl_on_plate,3897644230,pb_bowl_s1_028_state,pb_bowl_s1_028_points128,20,5,20,test
1,pb_bowl_s1_029,E00,bowl_on_plate,820858328,pb_bowl_s1_029_state,pb_bowl_s1_029_points128,,0,20,test
1,pb_bowl_s1_029,E10,bowl_on_plate,820858328,pb_bowl_s1_029_state,pb_bowl_s1_029_points128,25,10,20,test
1,pb_bowl_s1_030,E00,bowl_on_plate,2989817019,pb_bowl_s1_030_state,pb_bowl_s1_030_points128,,0,20,test
1,pb_bowl_s1_030,E10,bowl_on_plate,2989817019,pb_bowl_s1_030_state,pb_bowl_s1_030_points128,30,5,20,test
1,pb_bowl_s1_031,E00,bowl_on_plate,1381272765,pb_bowl_s1_031_state,pb_bowl_s1_031_points128,,0,20,test
1,pb_bowl_s1_031,E10,bowl_on_plate,1381272765,pb_bowl_s1_031_state,pb_bowl_s1_031_points128,35,10,20,test
1,pb_bowl_s1_032,E00,bowl_on_plate,1980318859,pb_bowl_s1_032_state,pb_bowl_s1_032_points128,,0,20,test
1,pb_bowl_s1_032,E10,bowl_on_plate,1980318859,pb_bowl_s1_032_state,pb_bowl_s1_032_points128,20,5,20,test
1,pb_bowl_s1_033,E00,bowl_on_plate,1158878122,pb_bowl_s1_033_state,pb_bowl_s1_033_points128,,0,20,test
1,pb_bowl_s1_033,E10,bowl_on_plate,1158878122,pb_bowl_s1_033_state,pb_bowl_s1_033_points128,25,10,20,test
1,pb_bowl_s1_034,E00,bowl_on_plate,2210160390,pb_bowl_s1_034_state,pb_bowl_s1_034_points128,,0,20,test
1,pb_bowl_s1_034,E10,bowl_on_plate,2210160390,pb_bowl_s1_034_state,pb_bowl_s1_034_points128,30,5,20,test
1,pb_bowl_s1_035,E00,bowl_on_plate,1263593356,pb_bowl_s1_035_state,pb_bowl_s1_035_points128,,0,20,test
1,pb_bowl_s1_035,E10,bowl_on_plate,1263593356,pb_bowl_s1_035_state,pb_bowl_s1_035_points128,35,10,20,test
1,pb_bowl_s1_036,E00,bowl_on_plate,1029916585,pb_bowl_s1_036_state,pb_bowl_s1_036_points128,,0,20,test
1,pb_bowl_s1_036,E10,bowl_on_plate,1029916585,pb_bowl_s1_036_state,pb_bowl_s1_036_points128,20,5,20,test
1,pb_bowl_s1_037,E00,bowl_on_plate,1065356768,pb_bowl_s1_037_state,pb_bowl_s1_037_points128,,0,20,test
1,pb_bowl_s1_037,E10,bowl_on_plate,1065356768,pb_bowl_s1_037_state,pb_bowl_s1_037_points128,25,10,20,test
1,pb_bowl_s1_038,E00,bowl_on_plate,3561847745,pb_bowl_s1_038_state,pb_bowl_s1_038_points128,,0,20,test
1,pb_bowl_s1_038,E10,bowl_on_plate,3561847745,pb_bowl_s1_038_state,pb_bowl_s1_038_points128,30,5,20,test
1,pb_bowl_s1_039,E00,bowl_on_plate,3905697170,pb_bowl_s1_039_state,pb_bowl_s1_039_points128,,0,20,test
1,pb_bowl_s1_039,E10,bowl_on_plate,3905697170,pb_bowl_s1_039_state,pb_bowl_s1_039_points128,35,10,20,test
1,pb_bowl_s1_040,E00,bowl_on_plate,648739487,pb_bowl_s1_040_state,pb_bowl_s1_040_points128,,0,20,test
1,pb_bowl_s1_040,E10,bowl_on_plate,648739487,pb_bowl_s1_040_state,pb_bowl_s1_040_points128,20,5,20,test
1,pb_bowl_s1_041,E00,bowl_on_plate,1563944283,pb_bowl_s1_041_state,pb_bowl_s1_041_points128,,0,20,test
1,pb_bowl_s1_041,E10,bowl_on_plate,1563944283,pb_bowl_s1_041_state,pb_bowl_s1_041_points128,25,10,20,test
1,pb_bowl_s1_042,E00,bowl_on_plate,3861773307,pb_bowl_s1_042_state,pb_bowl_s1_042_points128,,0,20,test
1,pb_bowl_s1_042,E10,bowl_on_plate,3861773307,pb_bowl_s1_042_state,pb_bowl_s1_042_points128,30,5,20,test
1,pb_bowl_s1_043,E00,bowl_on_plate,2726506891,pb_bowl_s1_043_state,pb_bowl_s1_043_points128,,0,20,test
1,pb_bowl_s1_043,E10,bowl_on_plate,2726506891,pb_bowl_s1_043_state,pb_bowl_s1_043_points128,35,10,20,test
1,pb_bowl_s1_044,E00,bowl_on_plate,680329153,pb_bowl_s1_044_state,pb_bowl_s1_044_points128,,0,20,test
1,pb_bowl_s1_044,E10,bowl_on_plate,680329153,pb_bowl_s1_044_state,pb_bowl_s1_044_points128,20,5,20,test
1,pb_bowl_s1_045,E00,bowl_on_plate,1288097992,pb_bowl_s1_045_state,pb_bowl_s1_045_points128,,0,20,test
1,pb_bowl_s1_045,E10,bowl_on_plate,1288097992,pb_bowl_s1_045_state,pb_bowl_s1_045_points128,25,10,20,test
1,pb_bowl_s1_046,E00,bowl_on_plate,3645476384,pb_bowl_s1_046_state,pb_bowl_s1_046_points128,,0,20,test
1,pb_bowl_s1_046,E10,bowl_on_plate,3645476384,pb_bowl_s1_046_state,pb_bowl_s1_046_points128,30,5,20,test
1,pb_bowl_s1_047,E00,bowl_on_plate,2261269989,pb_bowl_s1_047_state,pb_bowl_s1_047_points128,,0,20,test
1,pb_bowl_s1_047,E10,bowl_on_plate,2261269989,pb_bowl_s1_047_state,pb_bowl_s1_047_points128,35,10,20,test
1,pb_bowl_s1_048,E00,bowl_on_plate,3003652462,pb_bowl_s1_048_state,pb_bowl_s1_048_points128,,0,20,test
1,pb_bowl_s1_048,E10,bowl_on_plate,3003652462,pb_bowl_s1_048_state,pb_bowl_s1_048_points128,20,5,20,test
1,pb_bowl_s1_049,E00,bowl_on_plate,1572323898,pb_bowl_s1_049_state,pb_bowl_s1_049_points128,,0,20,test
1,pb_bowl_s1_049,E10,bowl_on_plate,1572323898,pb_bowl_s1_049_state,pb_bowl_s1_049_points128,25,10,20,test
2,pb_bowl_s2_000,E00,bowl_on_plate,2387788713,pb_bowl_s2_000_state,pb_bowl_s2_000_points128,,0,20,test
2,pb_bowl_s2_000,E10,bowl_on_plate,2387788713,pb_bowl_s2_000_state,pb_bowl_s2_000_points128,20,5,20,test
2,pb_bowl_s2_001,E00,bowl_on_plate,3433290215,pb_bowl_s2_001_state,pb_bowl_s2_001_points128,,0,20,test
2,pb_bowl_s2_001,E10,bowl_on_plate,3433290215,pb_bowl_s2_001_state,pb_bowl_s2_001_points128,25,10,20,test
2,pb_bowl_s2_002,E00,bowl_on_plate,1422372129,pb_bowl_s2_002_state,pb_bowl_s2_002_points128,,0,20,test
