scenario_id,source_episode_group_id,task,layout_family,condition,occlusion,constraint_context,occlusion_duration_s,seed,split
00_E00_023,bowl_on_plate_episode_023,bowl_on_plate,bowl_on_plate_layout_03,E00,False,False,0.0,1864753826,train
00_E00_024,bowl_on_plate_episode_024,bowl_on_plate,bowl_on_plate_layout_04,E00,False,False,0.0,1358054485,train
00_E00_025,bowl_on_plate_episode_025,bowl_on_plate,bowl_on_plate_layout_00,E00,False,False,0.0,878225224,train
00_E00_026,bowl_on_plate_episode_026,bowl_on_plate,bowl_on_plate_layout_01,E00,False,False,0.0,2048741382,train
00_E00_027,bowl_on_plate_episode_027,bowl_on_plate,bowl_on_plate_layout_02,E00,False,False,0.0,1901353491,train
00_E00_028,bowl_on_plate_episode_028,bowl_on_plate,bowl_on_plate_layout_03,E00,False,False,0.0,1118805955,train
00_E00_029,bowl_on_plate_episode_029,bowl_on_plate,bowl_on_plate_layout_04,E00,False,False,0.0,267488770,train
00_E00_030,bowl_on_plate_episode_030,bowl_on_plate,bowl_on_plate_layout_00,E00,False,False,0.0,60308648,validation
00_E00_031,bowl_on_plate_episode_031,bowl_on_plate,bowl_on_plate_layout_01,E00,False,False,0.0,400599612,validation
00_E00_032,bowl_on_plate_episode_032,bowl_on_plate,bowl_on_plate_layout_02,E00,False,False,0.0,1712934065,validation
00_E00_033,bowl_on_plate_episode_033,bowl_on_plate,bowl_on_plate_layout_03,E00,False,False,0.0,4908357,validation
00_E00_034,bowl_on_plate_episode_034,bowl_on_plate,bowl_on_plate_layout_04,E00,False,False,0.0,2119900799,validation
00_E00_035,bowl_on_plate_episode_035,bowl_on_plate,bowl_on_plate_layout_00,E00,False,False,0.0,1430804514,validation
00_E00_036,bowl_on_plate_episode_036,bowl_on_plate,bowl_on_plate_layout_01,E00,False,False,0.0,1047589226,validation
00_E00_037,bowl_on_plate_episode_037,bowl_on_plate,bowl_on_plate_layout_02,E00,False,False,0.0,1396742090,validation
00_E00_038,bowl_on_plate_episode_038,bowl_on_plate,bowl_on_plate_layout_03,E00,False,False,0.0,270515404,validation
00_E00_039,bowl_on_plate_episode_039,bowl_on_plate,bowl_on_plate_layout_04,E00,False,False,0.0,820626892,validation
00_E00_040,bowl_on_plate_episode_040,bowl_on_plate,bowl_on_plate_layout_00,E00,False,False,0.0,952210990,test
00_E00_041,bowl_on_plate_episode_041,bowl_on_plate,bowl_on_plate_layout_01,E00,False,False,0.0,1024847607,test
00_E00_042,bowl_on_plate_episode_042,bowl_on_plate,bowl_on_plate_layout_02,E00,False,False,0.0,612008755,test
00_E00_043,bowl_on_plate_episode_043,bowl_on_plate,bowl_on_plate_layout_03,E00,False,False,0.0,1924014660,test
00_E00_044,bowl_on_plate_episode_044,bowl_on_plate,bowl_on_plate_layout_04,E00,False,False,0.0,391769539,test
00_E00_045,bowl_on_plate_episode_045,bowl_on_plate,bowl_on_plate_layout_00,E00,False,False,0.0,345512145,test
00_E00_046,bowl_on_plate_episode_046,bowl_on_plate,bowl_on_plate_layout_01,E00,False,False,0.0,1374624034,test
00_E00_047,bowl_on_plate_episode_047,bowl_on_plate,bowl_on_plate_layout_02,E00,False,False,0.0,2101470722,test
00_E00_048,bowl_on_plate_episode_048,bowl_on_plate,bowl_on_plate_layout_03,E00,False,False,0.0,468399889,test
00_E00_049,bowl_on_plate_episode_049,bowl_on_plate,bowl_on_plate_layout_04,E00,False,False,0.0,1294704107,test
00_E10_000,bowl_on_plate_episode_000,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.25,1250224899,train
00_E10_001,bowl_on_plate_episode_001,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.5,536057929,train
00_E10_002,bowl_on_plate_episode_002,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,1.0,1429152570,train
00_E10_003,bowl_on_plate_episode_003,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.25,872745308,train
00_E10_004,bowl_on_plate_episode_004,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.5,1235478542,train
00_E10_005,bowl_on_plate_episode_005,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,1.0,1911213317,train
00_E10_006,bowl_on_plate_episode_006,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.25,393556845,train
00_E10_007,bowl_on_plate_episode_007,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,0.5,1653137829,train
00_E10_008,bowl_on_plate_episode_008,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,1.0,1361705852,train
00_E10_009,bowl_on_plate_episode_009,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.25,1039842312,train
00_E10_010,bowl_on_plate_episode_010,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.5,1246955724,train
00_E10_011,bowl_on_plate_episode_011,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,1.0,789710164,train
00_E10_012,bowl_on_plate_episode_012,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,0.25,813429542,train
00_E10_013,bowl_on_plate_episode_013,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.5,801997237,train
00_E10_014,bowl_on_plate_episode_014,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,1.0,141615452,train
00_E10_015,bowl_on_plate_episode_015,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.25,1116932915,train
00_E10_016,bowl_on_plate_episode_016,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.5,2046685052,train
00_E10_017,bowl_on_plate_episode_017,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,1.0,296718909,train
00_E10_018,bowl_on_plate_episode_018,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.25,385792672,train
00_E10_019,bowl_on_plate_episode_019,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.5,559309739,train
00_E10_020,bowl_on_plate_episode_020,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,1.0,642313784,train
00_E10_021,bowl_on_plate_episode_021,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.25,165964262,train
00_E10_022,bowl_on_plate_episode_022,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,0.5,344663896,train
00_E10_023,bowl_on_plate_episode_023,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,1.0,1680603714,train
00_E10_024,bowl_on_plate_episode_024,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.25,1183839549,train
00_E10_025,bowl_on_plate_episode_025,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.5,1011472239,train
00_E10_026,bowl_on_plate_episode_026,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,1.0,924282500,train
00_E10_027,bowl_on_plate_episode_027,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,0.25,1801409089,train
00_E10_028,bowl_on_plate_episode_028,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.5,1182021441,train
00_E10_029,bowl_on_plate_episode_029,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,1.0,1935153793,train
00_E10_030,bowl_on_plate_episode_030,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.25,2115938757,validation
00_E10_031,bowl_on_plate_episode_031,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.5,1534881946,validation
00_E10_032,bowl_on_plate_episode_032,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,1.0,353789296,validation
00_E10_033,bowl_on_plate_episode_033,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.25,1392964597,validation
00_E10_034,bowl_on_plate_episode_034,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.5,495423391,validation
00_E10_035,bowl_on_plate_episode_035,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,1.0,2089261940,validation
00_E10_036,bowl_on_plate_episode_036,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.25,1439975734,validation
00_E10_037,bowl_on_plate_episode_037,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,0.5,817670926,validation
00_E10_038,bowl_on_plate_episode_038,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,1.0,1043830061,validation
00_E10_039,bowl_on_plate_episode_039,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.25,69617246,validation
00_E10_040,bowl_on_plate_episode_040,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.5,1164099199,test
00_E10_041,bowl_on_plate_episode_041,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,1.0,503087954,test
00_E10_042,bowl_on_plate_episode_042,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,0.25,946870804,test
00_E10_043,bowl_on_plate_episode_043,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.5,1597986360,test
00_E10_044,bowl_on_plate_episode_044,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,1.0,732213632,test
00_E10_045,bowl_on_plate_episode_045,bowl_on_plate,bowl_on_plate_layout_00,E10,True,False,0.25,1428231901,test
00_E10_046,bowl_on_plate_episode_046,bowl_on_plate,bowl_on_plate_layout_01,E10,True,False,0.5,1830219288,test
00_E10_047,bowl_on_plate_episode_047,bowl_on_plate,bowl_on_plate_layout_02,E10,True,False,1.0,267114565,test
00_E10_048,bowl_on_plate_episode_048,bowl_on_plate,bowl_on_plate_layout_03,E10,True,False,0.25,432105997,test
00_E10_049,bowl_on_plate_episode_049,bowl_on_plate,bowl_on_plate_layout_04,E10,True,False,0.5,628604922,test
00_E01_000,bowl_on_plate_episode_000,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,939625287,train
00_E01_001,bowl_on_plate_episode_001,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,194278833,train
00_E01_002,bowl_on_plate_episode_002,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,317814271,train
00_E01_003,bowl_on_plate_episode_003,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,114661864,train
00_E01_004,bowl_on_plate_episode_004,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,534481714,train
00_E01_005,bowl_on_plate_episode_005,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,809689893,train
00_E01_006,bowl_on_plate_episode_006,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,514088150,train
00_E01_007,bowl_on_plate_episode_007,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,1680231637,train
00_E01_008,bowl_on_plate_episode_008,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,393126321,train
00_E01_009,bowl_on_plate_episode_009,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,1589738942,train
00_E01_010,bowl_on_plate_episode_010,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,498414388,train
00_E01_011,bowl_on_plate_episode_011,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,156302611,train
00_E01_012,bowl_on_plate_episode_012,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,92928119,train
00_E01_013,bowl_on_plate_episode_013,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,835761764,train
00_E01_014,bowl_on_plate_episode_014,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,794448426,train
00_E01_015,bowl_on_plate_episode_015,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,532125690,train
00_E01_016,bowl_on_plate_episode_016,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,2058292873,train
00_E01_017,bowl_on_plate_episode_017,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,904419226,train
00_E01_018,bowl_on_plate_episode_018,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,262357606,train
00_E01_019,bowl_on_plate_episode_019,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,97850419,train
00_E01_020,bowl_on_plate_episode_020,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,1828018965,train
00_E01_021,bowl_on_plate_episode_021,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,435940125,train
00_E01_022,bowl_on_plate_episode_022,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,1116347426,train
00_E01_023,bowl_on_plate_episode_023,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,300666185,train
00_E01_024,bowl_on_plate_episode_024,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,948454521,train
00_E01_025,bowl_on_plate_episode_025,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,309116047,train
00_E01_026,bowl_on_plate_episode_026,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,1293049471,train
00_E01_027,bowl_on_plate_episode_027,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,1504501144,train
00_E01_028,bowl_on_plate_episode_028,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,1872900585,train
00_E01_029,bowl_on_plate_episode_029,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,774459493,train
00_E01_030,bowl_on_plate_episode_030,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,262175295,validation
00_E01_031,bowl_on_plate_episode_031,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,2006313350,validation
00_E01_032,bowl_on_plate_episode_032,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,169130250,validation
00_E01_033,bowl_on_plate_episode_033,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,433453424,validation
00_E01_034,bowl_on_plate_episode_034,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,1680518472,validation
00_E01_035,bowl_on_plate_episode_035,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,856226606,validation
00_E01_036,bowl_on_plate_episode_036,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,1117263813,validation
00_E01_037,bowl_on_plate_episode_037,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,1539983294,validation
00_E01_038,bowl_on_plate_episode_038,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,2019563010,validation
00_E01_039,bowl_on_plate_episode_039,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,727673138,validation
00_E01_040,bowl_on_plate_episode_040,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,873659410,test
00_E01_041,bowl_on_plate_episode_041,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,249326891,test
00_E01_042,bowl_on_plate_episode_042,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,679500893,test
00_E01_043,bowl_on_plate_episode_043,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,695587449,test
00_E01_044,bowl_on_plate_episode_044,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,1470221169,test
00_E01_045,bowl_on_plate_episode_045,bowl_on_plate,bowl_on_plate_layout_00,E01,False,True,0.0,1076693935,test
00_E01_046,bowl_on_plate_episode_046,bowl_on_plate,bowl_on_plate_layout_01,E01,False,True,0.0,503425332,test
00_E01_047,bowl_on_plate_episode_047,bowl_on_plate,bowl_on_plate_layout_02,E01,False,True,0.0,1899724293,test
00_E01_048,bowl_on_plate_episode_048,bowl_on_plate,bowl_on_plate_layout_03,E01,False,True,0.0,750843993,test
00_E01_049,bowl_on_plate_episode_049,bowl_on_plate,bowl_on_plate_layout_04,E01,False,True,0.0,56709708,test
00_E11_000,bowl_on_plate_episode_000,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.25,2025615733,train
00_E11_001,bowl_on_plate_episode_001,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.5,1760530271,train
00_E11_002,bowl_on_plate_episode_002,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,1.0,1337650368,train
00_E11_003,bowl_on_plate_episode_003,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.25,1533954791,train
00_E11_004,bowl_on_plate_episode_004,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.5,1669205724,train
00_E11_005,bowl_on_plate_episode_005,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,1.0,1077747587,train
00_E11_006,bowl_on_plate_episode_006,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.25,658902818,train
00_E11_007,bowl_on_plate_episode_007,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,0.5,53413578,train
00_E11_008,bowl_on_plate_episode_008,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,1.0,1966898329,train
00_E11_009,bowl_on_plate_episode_009,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.25,339619332,train
00_E11_010,bowl_on_plate_episode_010,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.5,1442750606,train
00_E11_011,bowl_on_plate_episode_011,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,1.0,196264944,train
00_E11_012,bowl_on_plate_episode_012,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,0.25,1206384019,train
00_E11_013,bowl_on_plate_episode_013,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.5,579123108,train
00_E11_014,bowl_on_plate_episode_014,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,1.0,1031352225,train
00_E11_015,bowl_on_plate_episode_015,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.25,2069431579,train
00_E11_016,bowl_on_plate_episode_016,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.5,1512797275,train
00_E11_017,bowl_on_plate_episode_017,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,1.0,1236426221,train
00_E11_018,bowl_on_plate_episode_018,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.25,1542757380,train
00_E11_019,bowl_on_plate_episode_019,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.5,568414356,train
00_E11_020,bowl_on_plate_episode_020,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,1.0,1332717957,train
00_E11_021,bowl_on_plate_episode_021,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.25,1666521335,train
00_E11_022,bowl_on_plate_episode_022,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,0.5,1779911708,train
00_E11_023,bowl_on_plate_episode_023,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,1.0,346703132,train
00_E11_024,bowl_on_plate_episode_024,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.25,6546479,train
00_E11_025,bowl_on_plate_episode_025,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.5,825963191,train
00_E11_026,bowl_on_plate_episode_026,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,1.0,1436244341,train
00_E11_027,bowl_on_plate_episode_027,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,0.25,687537412,train
00_E11_028,bowl_on_plate_episode_028,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.5,1028283729,train
00_E11_029,bowl_on_plate_episode_029,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,1.0,958197830,train
00_E11_030,bowl_on_plate_episode_030,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.25,1924726585,validation
00_E11_031,bowl_on_plate_episode_031,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.5,1626281073,validation
00_E11_032,bowl_on_plate_episode_032,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,1.0,1779861933,validation
00_E11_033,bowl_on_plate_episode_033,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.25,135486808,validation
00_E11_034,bowl_on_plate_episode_034,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.5,1727723913,validation
00_E11_035,bowl_on_plate_episode_035,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,1.0,1796269370,validation
00_E11_036,bowl_on_plate_episode_036,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.25,200917231,validation
00_E11_037,bowl_on_plate_episode_037,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,0.5,711568583,validation
00_E11_038,bowl_on_plate_episode_038,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,1.0,1912773091,validation
00_E11_039,bowl_on_plate_episode_039,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.25,274389611,validation
00_E11_040,bowl_on_plate_episode_040,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.5,1113371136,test
00_E11_041,bowl_on_plate_episode_041,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,1.0,677258676,test
00_E11_042,bowl_on_plate_episode_042,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,0.25,1917121846,test
00_E11_043,bowl_on_plate_episode_043,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.5,2092789797,test
00_E11_044,bowl_on_plate_episode_044,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,1.0,297036,test
00_E11_045,bowl_on_plate_episode_045,bowl_on_plate,bowl_on_plate_layout_00,E11,True,True,0.25,167117967,test
00_E11_046,bowl_on_plate_episode_046,bowl_on_plate,bowl_on_plate_layout_01,E11,True,True,0.5,2124216399,test
00_E11_047,bowl_on_plate_episode_047,bowl_on_plate,bowl_on_plate_layout_02,E11,True,True,1.0,1399918423,test
00_E11_048,bowl_on_plate_episode_048,bowl_on_plate,bowl_on_plate_layout_03,E11,True,True,0.25,1340279962,test
00_E11_049,bowl_on_plate_episode_049,bowl_on_plate,bowl_on_plate_layout_04,E11,True,True,0.5,2005286885,test
01_E00_000,mug_on_plate_episode_000,mug_on_plate,mug_on_plate_layout_00,E00,False,False,0.0,214134156,train
01_E00_001,mug_on_plate_episode_001,mug_on_plate,mug_on_plate_layout_01,E00,False,False,0.0,1783001626,train
01_E00_002,mug_on_plate_episode_002,mug_on_plate,mug_on_plate_layout_02,E00,False,False,0.0,807459420,train
01_E00_003,mug_on_plate_episode_003,mug_on_plate,mug_on_plate_layout_03,E00,False,False,0.0,358488241,train
01_E00_004,mug_on_plate_episode_004,mug_on_plate,mug_on_plate_layout_04,E00,False,False,0.0,560586626,train
01_E00_005,mug_on_plate_episode_005,mug_on_plate,mug_on_plate_layout_00,E00,False,False,0.0,63261809,train
01_E00_006,mug_on_plate_episode_006,mug_on_plate,mug_on_plate_layout_01,E00,False,False,0.0,1725790100,train
01_E00_007,mug_on_plate_episode_007,mug_on_plate,mug_on_plate_layout_02,E00,False,False,0.0,1793084754,train
01_E00_008,mug_on_plate_episode_008,mug_on_plate,mug_on_plate_layout_03,E00,False,False,0.0,1357970475,train
01_E00_009,mug_on_plate_episode_009,mug_on_plate,mug_on_plate_layout_04,E00,False,False,0.0,14572021,train
01_E00_010,mug_on_plate_episode_010,mug_on_plate,mug_on_plate_layout_00,E00,False,False,0.0,917081460,train
01_E00_011,mug_on_plate_episode_011,mug_on_plate,mug_on_plate_layout_01,E00,False,False,0.0,61380729,train
01_E00_012,mug_on_plate_episode_012,mug_on_plate,mug_on_plate_layout_02,E00,False,False,0.0,10125659,train
01_E00_013,mug_on_plate_episode_013,mug_on_plate,mug_on_plate_layout_03,E00,False,False,0.0,419980565,train
01_E00_014,mug_on_plate_episode_014,mug_on_plate,mug_on_plate_layout_04,E00,False,False,0.0,818019178,train
01_E00_015,mug_on_plate_episode_015,mug_on_plate,mug_on_plate_layout_00,E00,False,False,0.0,510688338,train
01_E00_016,mug_on_plate_episode_016,mug_on_plate,mug_on_plate_layout_01,E00,False,False,0.0,852621339,train
01_E00_017,mug_on_plate_episode_017,mug_on_plate,mug_on_plate_layout_02,E00,False,False,0.0,1298867023,train
01_E00_018,mug_on_plate_episode_018,mug_on_plate,mug_on_plate_layout_03,E00,False,False,0.0,1202516726,train
01_E00_019,mug_on_plate_episode_019,mug_on_plate,mug_on_plate_layout_04,E00,False,False,0.0,782633881,train
01_E00_020,mug_on_plate_episode_020,mug_on_plate,mug_on_plate_layout_00,E00,False,False,0.0,430272795,train
01_E00_021,mug_on_plate_episode_021,mug_on_plate,mug_on_plate_layout_01,E00,False,False,0.0,2042709959,train
01_E00_022,mug_on_plate_episode_022,mug_on_plate,mug_on_plate_layout_02,E00,False,False,0.0,1703797118,train
01_E00_023,mug_on_plate_episode_023,mug_on_plate,mug_on_plate_layout_03,E00,False,False,0.0,349375932,train
01_E00_024,mug_on_plate_episode_024,mug_on_plate,mug_on_plate_layout_04,E00,False,False,0.0,93825718,train
01_E00_025,mug_on_plate_episode_025,mug_on_plate,mug_on_plate_layout_00,E00,False,False,0.0,1179886944,train
