layout,pkl_episode_index,hdf5_demo_key,group,pose_factor,gripper_factor,planned_action_count,steps_executed,original_raw_close_action_index,pointbridge_applied_close_action_index,close_index_offset_steps,close_command_eef_bowl_distance_m,actual_gripper_joint_positions_at_close_m,actual_gripper_aperture_at_close_m,contact_at_close,grasped_at_close,first_contact_action_index,first_stable_grasp_action_index,longest_grasp_run_steps,closed_without_bowl_observed,success,failure_stage,exception,position_error_close_minus_5_m,position_error_close_minus_4_m,position_error_close_minus_3_m,position_error_close_minus_2_m,position_error_close_minus_1_m,position_error_at_close_m,position_error_close_plus_1_m,position_error_close_plus_2_m,position_error_close_plus_3_m,position_error_close_plus_4_m,position_error_close_plus_5_m
1,3,demo_4,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,200,200,86,85,-1,0.05598694199952549,"[0.03940795793374779,-0.03967896247554755]",0.07908692040929534,False,False,109,,0,True,False,no_grasp,,0.014350497181082802,0.01312532695145404,0.009389048025828517,0.005825150637051334,0.00383149353091715,0.0031941317735505272,0.0023979407228865157,0.0017870086093654208,0.0010689256346806243,0.0012882498453701413,0.0022120290588345873
1,3,demo_4,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,200,200,86,86,0,0.05598643771883478,"[0.03941688775526194,-0.03969888265440701]",0.07911577040966895,False,False,110,,0,True,False,no_grasp,,0.01312532695145404,0.009389048025828517,0.005825150637051334,0.00383149353091715,0.0032422525992889095,0.002690772570393489,0.0025022557184760366,0.002010708091133729,0.0018881259873183794,0.0027597787740384957,0.002865146868164625
1,3,demo_4,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,200,200,86,85,-1,0.05417911385308428,"[0.03953523512133462,-0.039573591140619584]",0.0791088262619542,False,False,106,,0,True,False,no_grasp,,0.013081053947928783,0.01899734102191385,0.017507045454086725,0.01767519041235537,0.011577644523149732,0.00851699525200774,0.005394308662567866,0.004133473523481143,0.0044848363660316345,0.006509824217536772,0.008663569989277298
1,3,demo_4,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,200,200,86,86,0,0.05386862516899827,"[0.03954115875772441,-0.03929085395960883]",0.07883201271733324,False,False,106,,0,True,False,no_grasp,,0.01899734102191385,0.017507045454086725,0.01767519041235537,0.011577644523149732,0.008551507606434323,0.005712330790081601,0.0047211137218429325,0.004848703298102294,0.006674039532510805,0.008566617333649308,0.007105716773664882
1,4,demo_5,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,193,174,85,84,-1,0.05253648587283792,"[0.03954022989980823,-0.03935393854854706]",0.07889416844835528,False,False,88,,0,True,True,success,,0.00763608097779779,0.007833877492857836,0.007686763070974675,0.007765844699635051,0.007895000033315164,0.007684616063517517,0.0071716486864046615,0.007057622231162187,0.007032276990493386,0.005823573260740687,0.006033399117884548
1,4,demo_5,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,193,193,85,85,0,0.05188448586650757,"[0.039538574686649904,-0.0393577864230649]",0.0788963611097148,False,False,89,,0,True,False,no_grasp,,0.007833877492857836,0.007686763070974675,0.007765844699635051,0.007895000033315164,0.007684593566802683,0.007171558275540488,0.007057383595088941,0.007031884811275441,0.005795286693392717,0.0048453477863153694,0.005195961081352507
1,4,demo_5,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,193,193,85,84,-1,0.05029857101489492,"[0.039539047880071745,-0.0393584969509363]",0.07889754483100805,False,False,87,,0,True,False,no_grasp,,0.00821246166584701,0.006451860460343229,0.0054480197878475885,0.006319721008918162,0.00934521883219775,0.005224747781316445,0.007238540958615211,0.006762034241308943,0.007001034309925321,0.00892077603085427,0.013535031276232392
1,4,demo_5,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,193,193,85,85,0,0.05005592710318844,"[0.039530207365592956,-0.039369018355399625]",0.07889922572099259,False,False,88,,0,True,False,no_grasp,,0.006451860460343229,0.0054480197878475885,0.006319721008918162,0.00934521883219775,0.0052247391319550545,0.007238525305209913,0.0067620473431687055,0.006267183900070511,0.007581771906900503,0.012276412061772,0.011601914114807413
2,0,demo_0,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,187,183,80,79,-1,0.06045960234594537,"[0.0395385617106141,-0.03935676451900191]",0.07889532622961601,False,False,101,,0,True,True,success,,0.006938169919688188,0.0071385242211391645,0.0070790932296503585,0.007027730513022023,0.007192124478197324,0.0071830464018933175,0.007378169313086685,0.007793001412579223,0.008211513866296509,0.008192319004836288,0.007592223649777988
2,0,demo_0,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,187,182,80,80,0,0.059684791980547124,"[0.03953980247248634,-0.03949284941094274]",0.07903265188342909,False,False,102,,0,True,True,success,,0.0071385242211391645,0.0070790932296503585,0.007027730513022023,0.007192124478197324,0.0071830582313775326,0.0072827207971872185,0.007744453344563477,0.008147811066403223,0.008060336951688377,0.00752651248511061,0.007614648756476339
2,0,demo_0,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,187,181,80,79,-1,0.05717799896006733,"[0.03953471273547638,-0.03958819644045498]",0.07912290917593136,False,False,100,,0,True,True,success,,0.007492767871132586,0.007231972395651986,0.004848468241224978,0.008691242554461237,0.007964102443601821,0.009829893134440429,0.0075121552348362715,0.007014762362624482,0.008731633878454494,0.006475100923229379,0.005641985846594783
2,0,demo_0,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,187,181,80,80,0,0.056638448470387376,"[0.03954004937341854,-0.039681517439557855]",0.0792215668129764,False,False,99,,0,True,True,success,,0.007231972395651986,0.004848468241224978,0.008691242554461237,0.007964102443601821,0.009817791446240062,0.007549253761062743,0.00700752613078924,0.00874840653403064,0.006424124741379624,0.005077796447160994,0.00604079576816249
2,1,demo_27,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,185,185,80,79,-1,0.07114995584344697,"[0.03954112631199226,-0.039752173494128726]",0.07929329980612099,False,False,83,,0,True,False,no_grasp,,0.00711995725571777,0.006764978185048705,0.006654320312677505,0.007040449965334453,0.007626413797065119,0.008684479714317897,0.009631308046088813,0.010113115203886521,0.010652306988172537,0.011767267862770664,0.013175508124877363
2,1,demo_27,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,185,185,80,80,0,0.07188814646959299,"[0.03954186136450432,-0.03972444693878281]",0.07926630830328713,False,False,85,,0,True,False,no_grasp,,0.006764978185048705,0.006654320312677505,0.007040449965334453,0.007626413797065119,0.008689694167585877,0.009655946736721788,0.010209997141196856,0.010684198769600799,0.012007339556139507,0.013648678811835737,0.014627752871256493
2,1,demo_27,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,185,185,80,79,-1,0.06403859000703717,"[0.03954510471891426,-0.039602746091473136]",0.07914785081038739,False,False,85,,0,True,False,no_grasp,,0.010063405654644484,0.010355196104517904,0.010125105106028851,0.010679991860275509,0.010009675962647614,0.011507687545743366,0.009167778497281925,0.008739476656091698,0.009379813571257119,0.007590919808264255,0.006100238901912992
2,1,demo_27,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,185,185,80,80,0,0.06340503409141787,"[0.039536905116276,-0.03961453682081892]",0.07915144193709492,False,False,87,,0,True,False,no_grasp,,0.010355196104517904,0.010125105106028851,0.010679991860275509,0.010009675962647614,0.011518976497181931,0.009247306374255821,0.008979079160912921,0.009575651125338697,0.007827818924544552,0.006923112790503316,0.006222426519755769
2,2,demo_32,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,190,190,80,79,-1,0.061255046568994165,"[0.03954145571369242,-0.03953210718603059]",0.079073562899723,False,False,99,,0,True,False,no_grasp,,0.00721435758952843,0.006889668133207463,0.006702756328863007,0.006773177416201665,0.0068266933818721,0.006882366020516162,0.007291884107910153,0.007226970549446155,0.007171976154036013,0.006902963418247432,0.0059979079701573835
2,2,demo_32,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,190,190,80,80,0,0.06049733922880228,"[0.03954032508754604,-0.03956965908887208]",0.07910998417641812,False,False,100,,0,True,False,no_grasp,,0.006889668133207463,0.006702756328863007,0.006773177416201665,0.0068266933818721,0.0068757089444301134,0.007371685056431806,0.0073878088575141726,0.0073178102713053715,0.00703902906290046,0.006482999326874121,0.005337472522643238
2,2,demo_32,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,190,184,80,79,-1,0.05802984100150314,"[0.03954496087027709,-0.039609915240263555]",0.07915487611054065,False,False,85,,0,True,True,success,,0.0067290373137615335,0.005675796877833715,0.005165485178536612,0.007529221844831018,0.00764842906743171,0.008716074642155944,0.006832285463114524,0.005651757793751417,0.007342739422162852,0.006039393743758156,0.004300373806547052
2,2,demo_32,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,190,190,80,80,0,0.057187571227395845,"[0.039535515342572145,-0.03956118175058063]",0.07909669709315278,False,False,99,,0,True,False,no_grasp,,0.005675796877833715,0.005165485178536612,0.007529221844831018,0.00764842906743171,0.008705667526648796,0.006936062284086299,0.005754931755027764,0.007536299321288016,0.00589446743069211,0.004154511520155053,0.003641588762182785
2,3,demo_33,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,206,204,80,79,-1,0.06273120396064583,"[0.03954266315196279,-0.039503064356067694]",0.07904572750803049,False,False,105,,0,True,True,success,,0.007453908682955749,0.007279102091278021,0.007273491087090405,0.007142969386979139,0.007054143095586834,0.007444295899791465,0.007827864038484888,0.007900621123471653,0.008014185034778323,0.007922114155169916,0.006806801628900331
2,3,demo_33,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,206,205,80,80,0,0.06186609991715793,"[0.03954030043593196,-0.03953143938631486]",0.07907173982224681,False,False,99,,0,True,True,success,,0.007279102091278021,0.007273491087090405,0.007142969386979139,0.007054143095586834,0.007454075100900969,0.007921457168754276,0.008029627569834254,0.008144861072609349,0.007745181038286532,0.006703819050791195,0.005210083641031073
2,3,demo_33,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,206,194,80,79,-1,0.058439065436676256,"[0.03954607807402541,-0.039587421616390304]",0.07913349969041572,False,False,85,,0,True,True,success,,0.00769651224019501,0.005306632249756299,0.004809956737158427,0.007987316279514715,0.00837554892730124,0.009746614672387065,0.006486929584120285,0.0071937552188020264,0.007374228371843279,0.005508297665551688,0.0032742443795167565
2,3,demo_33,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,206,206,80,80,0,0.057989796737991844,"[0.03953000824466733,-0.03965838839613403]",0.07918839664080136,False,False,100,,0,True,False,no_grasp,,0.005306632249756299,0.004809956737158427,0.007987316279514715,0.00837554892730124,0.00973434308575519,0.006572866899413979,0.007284995436010903,0.007496321109834341,0.005343963764448629,0.0031338861109222334,0.0029602129656775785
2,4,demo_52,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,206,201,80,79,-1,0.06200061690570226,"[0.039540239488089414,-0.03955781299691935]",0.07909805248500876,False,False,105,,0,True,True,success,,0.007138306450882385,0.006975248478883491,0.0067104817096850285,0.0063534136849966215,0.006197094418465043,0.006715190467847833,0.007342385311048541,0.007412798901731903,0.007519230040792586,0.0077514872483859226,0.006703135114998285
2,4,demo_52,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,206,193,80,80,0,0.061272739227327726,"[0.039539619705957305,-0.03959146776901408]",0.07913108747497138,False,False,99,,0,True,True,success,,0.006975248478883491,0.0067104817096850285,0.0063534136849966215,0.006197094418465043,0.0067160366838120746,0.007416243747565828,0.007563172456494662,0.007684312265598846,0.0074402240080990965,0.006412248945284335,0.005012434724678904
2,4,demo_52,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,206,198,80,79,-1,0.05839328029432032,"[0.039538286605531846,-0.03966638231627793]",0.07920466892180977,False,False,100,,0,True,True,success,,0.008254065274716726,0.005752055726887932,0.004846452967311883,0.006260106637016832,0.008643541275096053,0.010117481731956784,0.007119244465449287,0.006176794472169591,0.007908039824520208,0.006068906540368122,0.004357993072147461
2,4,demo_52,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,206,200,80,80,0,0.05782952512638303,"[0.03953687460687694,-0.03966277069504031]",0.07919964530191725,False,False,87,,0,True,True,success,,0.005752055726887932,0.004846452967311883,0.006260106637016832,0.008643541275096053,0.010108512198711032,0.007182172245831497,0.006262242347801428,0.008049986539206952,0.005524177469867688,0.0035087647858060957,0.0045430678060647345
3,0,demo_0,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,188,187,75,74,-1,0.04930281879891562,"[0.039572165461725185,-0.03924890265126383]",0.07882106811298902,False,False,79,,0,True,True,success,,0.006716862252308179,0.005761869602957017,0.005302350280201868,0.005098257484918067,0.004750889033262113,0.0049173825040127565,0.00462641942132117,0.004619915117673125,0.00450435601355689,0.003251225322361318,0.0031314168034934043
3,0,demo_0,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,188,188,75,75,0,0.04983954651926344,"[0.03957287405915012,-0.03924995197100242]",0.07882282603015255,False,False,79,,0,True,False,no_grasp,,0.005761869602957017,0.005302350280201868,0.005098257484918067,0.004750889033262113,0.004917191386495551,0.004625982992036108,0.004618849866377248,0.0045028530660598904,0.0032501552884450008,0.002428479213455295,0.002994688247105859
3,0,demo_0,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,188,176,75,74,-1,0.050196403064350144,"[0.039563961356489846,-0.039256101900505186]",0.07882006325699503,False,False,77,,0,True,True,success,,0.004019588416676867,0.005916716810127193,0.0064365344492869694,0.004485705869415712,0.0035451134308621983,0.004893867995036245,0.003355076814538046,0.005445271885109883,0.004450739876391331,0.003516703170470864,0.005507476582367774
3,0,demo_0,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,188,183,75,75,0,0.05068090354630238,"[0.03957866552959394,-0.039242074753075035]",0.07882074028266897,False,False,77,,0,True,True,success,,0.005916716810127193,0.0064365344492869694,0.004485705869415712,0.0035451134308621983,0.004893834076764699,0.003354684754599692,0.005444500443246852,0.0038404060566713063,0.002764041063504233,0.004575405467355651,0.007589205276721465
3,1,demo_3,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,199,199,100,99,-1,0.048593422525201165,"[0.03957002148505095,-0.03927629448533671]",0.07884631597038766,False,False,107,,0,True,False,no_grasp,,0.006445998685597137,0.006731291152703119,0.0065433493680921405,0.006120677105003908,0.00614491244408852,0.0062272518926621894,0.006110052497540079,0.005852648517974546,0.005896863366026722,0.005807188609808845,0.005453775911272234
3,1,demo_3,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,199,199,100,100,0,0.04736438772728985,"[0.03956936934528654,-0.0392778499224295]",0.07884721926771604,False,False,108,,0,True,False,no_grasp,,0.006731291152703119,0.0065433493680921405,0.006120677105003908,0.00614491244408852,0.006227278194134378,0.006110054221820579,0.005852653205836362,0.005896885604867083,0.005807228218271572,0.0054538248995180845,0.004976458749407401
3,1,demo_3,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,199,192,100,99,-1,0.044232212349678376,"[0.03956646661932496,-0.03928089139975623]",0.07884735801908119,False,False,107,,1,False,True,success,,0.0075629749715670205,0.006617317472820552,0.004774256911062819,0.004611609162729164,0.006954188325586836,0.006496763556886207,0.005314643200802381,0.004601606996770815,0.003613895673617627,0.0031027126446471712,0.002452442811698652
3,1,demo_3,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,199,193,100,100,0,0.04332552081393872,"[0.039570385526252264,-0.03927784730265246]",0.07884823282890473,False,False,108,,2,False,True,success,,0.006617317472820552,0.004774256911062819,0.004611609162729164,0.006954188325586836,0.006496730805014214,0.005314778632565293,0.004601924985505439,0.0036139806810089247,0.0031024797056709106,0.002452453147103385,0.004061156260888102
3,2,demo_5,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,173,170,83,82,-1,0.05133490185494771,"[0.03955383618287683,-0.039628178888930915]",0.07918201507180775,True,False,80,,0,True,True,success,,0.008148351270446913,0.006989459320981236,0.006001759226043824,0.005023556507173535,0.004690861847551654,0.003905558686199493,0.0036572436998033695,0.003992400965990501,0.0038573957239457822,0.0035197551592770627,0.003735296480660898
3,2,demo_5,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,173,170,83,83,0,0.05131495344222512,"[0.03955484621667025,-0.03969772298054089]",0.07925256919721113,True,False,80,,0,True,True,success,,0.006989459320981236,0.006001759226043824,0.005023556507173535,0.004690861847551654,0.0038844334001912994,0.0035215639382217153,0.0037024814090823592,0.0035419232754413596,0.0029543390772791773,0.002961230765133654,0.003141929877907524
3,2,demo_5,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,173,169,83,82,-1,0.0508438676054309,"[0.03955626850328438,-0.039128413462130036]",0.07868468196541442,True,False,77,,0,True,True,success,,0.009820454432302065,0.01214300568713928,0.013441056538717074,0.013107163293078664,0.010924792387806694,0.009726591937182748,0.008917052572793616,0.010443955019912831,0.009564607546659058,0.0075470291263048704,0.0076976219814791635
3,2,demo_5,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,173,170,83,83,0,0.05120428226253975,"[0.039556705888467464,-0.03956419587734391]",0.07912090176581138,True,False,77,,0,True,True,success,,0.01214300568713928,0.013441056538717074,0.013107163293078664,0.010924792387806694,0.009737653096096439,0.008918536710089376,0.010411346723768493,0.009335169445997368,0.006612583535912596,0.007111665885464982,0.006415355327019353
3,3,demo_6,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,202,202,83,82,-1,0.05417859488455796,"[0.03946440620268335,-0.04004606758675102]",0.07951047378943438,True,False,80,,3,True,True,success,,0.007819614490359549,0.007233661140521633,0.0066074749615582535,0.006243499579627319,0.0061630741885842655,0.005851918073847526,0.005965264435263561,0.006113946791031521,0.006265670535161596,0.006022985214507406,0.0059681983645196125
3,3,demo_6,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,202,202,83,83,0,0.05422912426956195,"[0.03939461014585136,-0.040089288379966746]",0.07948389852581811,True,False,80,,0,True,False,no_grasp,,0.007233661140521633,0.0066074749615582535,0.006243499579627319,0.0061630741885842655,0.005853995793238739,0.005970579186079636,0.006126296001555981,0.006300487697358388,0.006063856909838742,0.005926325574023164,0.006039456886844607
3,3,demo_6,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,202,185,83,82,-1,0.05467416130788059,"[0.03943360145873443,-0.040184118252459024]",0.07961771971119345,True,False,77,118,50,True,True,success,,0.009983647406364987,0.013481618275819519,0.014505554185075393,0.015252251603463435,0.011446916676080365,0.011421475748373844,0.01198078805493274,0.010952016718770828,0.011446594401028815,0.007435002683088939,0.009489514966238337
3,3,demo_6,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,202,185,83,83,0,0.054714695129318675,"[0.03936790631612039,-0.04022490911966879]",0.07959281543578918,True,False,77,116,68,False,True,success,,0.013481618275819519,0.014505554185075393,0.015252251603463435,0.011446916676080365,0.01142357433932074,0.01198321457516677,0.010967875847225961,0.011475454347143234,0.007506177446462723,0.00957043409134488,0.009578442899298626
3,4,demo_10,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,191,173,75,74,-1,0.04856658433559161,"[0.03956919777265718,-0.039253343640455525]",0.0788225414131127,False,False,78,,0,True,True,success,,0.007801006655058693,0.007132824038775116,0.0063783010757607565,0.005854229701041179,0.0051128858027913015,0.0049310913965892565,0.0050234135323637885,0.005223818500203444,0.0049678561643240965,0.00364324757908602,0.003487550545456639
3,4,demo_10,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,191,173,75,75,0,0.04931835555046689,"[0.03956881574321274,-0.03925605477324244]",0.07882487051645518,False,False,79,,0,True,True,success,,0.007132824038775116,0.0063783010757607565,0.005854229701041179,0.0051128858027913015,0.0049309170007092295,0.005022851322586949,0.005222321181158211,0.004966029994944656,0.0035239167557570734,0.002901322848630397,0.0033789809944037175
3,4,demo_10,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,191,170,75,74,-1,0.05009712173871988,"[0.03956973032910411,-0.03925087352105403]",0.07882060385015814,False,False,77,,0,True,True,success,,0.0047485294273777205,0.0050470102918835046,0.004466713421480543,0.003201165400124797,0.0032728946540530545,0.005705441076423629,0.004127023699240436,0.004049975441086331,0.005364591610296854,0.003517337217747636,0.005966250177046959
3,4,demo_10,D,P1_saved_controller_absolute_target,G1_current_transition_gripper_command,191,170,75,75,0,0.051354384953677515,"[0.039567497810400906,-0.039255648692175064]",0.07882314650257596,False,False,77,,0,True,True,success,,0.0050470102918835046,0.004466713421480543,0.003201165400124797,0.0032728946540530545,0.005705301009089454,0.004126607856213261,0.004049657016879512,0.004725444350490434,0.002925712808555493,0.0052984720587574766,0.007878920566388762
4,0,demo_0,A,P0_next_measured_eef_pose,G0_next_raw_gripper_state,177,177,79,78,-1,0.05171377445307761,"[0.0395317173771177,-0.039345996529927985]",0.07887771390704568,False,False,82,,0,True,True,success,,0.006816920018080271,0.0071726766254918434,0.007320838245383129,0.005823775706574392,0.0038421618486362058,0.0027698022309221794,0.0028129744350857016,0.0029705132341250285,0.0033102273668140715,0.0042265950646411515,0.005103417198609184
4,0,demo_0,B,P0_next_measured_eef_pose,G1_current_transition_gripper_command,177,177,79,79,0,0.0517674038723585,"[0.039550698272193464,-0.039329017594472104]",0.07887971586666556,False,False,83,,0,True,False,no_grasp,,0.0071726766254918434,0.007320838245383129,0.005823775706574392,0.0038421618486362058,0.0027698205451723453,0.0028129459041965413,0.002970494057677815,0.003310179398644183,0.004157063226382966,0.004424511434231731,0.005029170056723968
4,0,demo_0,C,P1_saved_controller_absolute_target,G0_next_raw_gripper_state,177,177,79,78,-1,0.05147265128203964,"[0.039546311042025654,-0.039337720442240105]",0.07888403148426576,False,False,82,,0,True,False,no_grasp,,0.009907702843530276,0.00843829559523779,0.012155737883461644,0.013417631057559111,0.015108233691566591,0.011420697384050608,0.015524613783934351,0.008661168318510189,0.00900189365296788,0.011078963597777276,0.010616843810927873
