training_seed,base_scenario_id,layout,phase,task,simulator_seed,initial_state_key,fixed_object_point_identity_key,occlusion_start_step,control_hz,nominal_hidden_fraction,occlusion_phase,occlusion_target,occluder_type,mask_schedule_key,split,branch,oracle,occlusion_duration_steps,occlusion_duration_seconds
0,v1r_vis_s0_l1_pregrasp_static_01,1,pregrasp_static,bowl_on_plate,1060189793,v1r_vis_s0_l1_pregrasp_static_01_state,v1r_vis_s0_l1_pregrasp_static_01_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_01,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_01,1,pregrasp_static,bowl_on_plate,1060189793,v1r_vis_s0_l1_pregrasp_static_01_state,v1r_vis_s0_l1_pregrasp_static_01_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_01,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_01,1,pregrasp_static,bowl_on_plate,1060189793,v1r_vis_s0_l1_pregrasp_static_01_state,v1r_vis_s0_l1_pregrasp_static_01_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_01,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_02,1,pregrasp_static,bowl_on_plate,432877164,v1r_vis_s0_l1_pregrasp_static_02_state,v1r_vis_s0_l1_pregrasp_static_02_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_02,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_03,1,pregrasp_static,bowl_on_plate,2440496363,v1r_vis_s0_l1_pregrasp_static_03_state,v1r_vis_s0_l1_pregrasp_static_03_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_03,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_04,1,pregrasp_static,bowl_on_plate,4246906766,v1r_vis_s0_l1_pregrasp_static_04_state,v1r_vis_s0_l1_pregrasp_static_04_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_04,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_05,1,pregrasp_static,bowl_on_plate,2840502609,v1r_vis_s0_l1_pregrasp_static_05_state,v1r_vis_s0_l1_pregrasp_static_05_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_05,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_06,1,pregrasp_static,bowl_on_plate,2985443753,v1r_vis_s0_l1_pregrasp_static_06_state,v1r_vis_s0_l1_pregrasp_static_06_points128,35,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_06,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_07,1,pregrasp_static,bowl_on_plate,3610461743,v1r_vis_s0_l1_pregrasp_static_07_state,v1r_vis_s0_l1_pregrasp_static_07_points128,20,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_07,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_08,1,pregrasp_static,bowl_on_plate,519036843,v1r_vis_s0_l1_pregrasp_static_08_state,v1r_vis_s0_l1_pregrasp_static_08_points128,25,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_08,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E10,False,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E10,False,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E10,False,20,1.0
0,v1r_vis_s0_l1_pregrasp_static_09,1,pregrasp_static,bowl_on_plate,843753519,v1r_vis_s0_l1_pregrasp_static_09_state,v1r_vis_s0_l1_pregrasp_static_09_points128,30,20,0.6,pregrasp_static,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_pregrasp_static_09,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E00_CLEAN,False,0,0.0
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E10,False,5,0.25
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E10_ORACLE_HIDDEN_GT,True,5,0.25
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E10,False,10,0.5
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E10_ORACLE_HIDDEN_GT,True,10,0.5
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E10,False,20,1.0
0,v1r_vis_s0_l1_transport_moving_00,1,transport_moving,bowl_on_plate,3436960189,v1r_vis_s0_l1_transport_moving_00_state,v1r_vis_s0_l1_transport_moving_00_points128,30,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_00,test,E10_ORACLE_HIDDEN_GT,True,20,1.0
0,v1r_vis_s0_l1_transport_moving_01,1,transport_moving,bowl_on_plate,500586968,v1r_vis_s0_l1_transport_moving_01_state,v1r_vis_s0_l1_transport_moving_01_points128,35,20,0.6,transport_moving,primary_task_object,precomputed_reference_mask_sequence,mask_0_1_transport_moving_01,test,E00_CLEAN,False,0,0.0
