layout,task,demo_index,demo_key,steps,success_criterion,source_pkl
1,bowl_on_plate,30,demo_30,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,32,demo_32,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,33,demo_33,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,34,demo_34,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,37,demo_37,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,38,demo_38,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,40,demo_40,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,41,demo_41,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,42,demo_42,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,43,demo_43,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,44,demo_44,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,45,demo_45,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,46,demo_46,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,49,demo_49,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,50,demo_50,195,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,52,demo_52,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,53,demo_53,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,54,demo_54,207,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,56,demo_56,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,58,demo_58,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,59,demo_59,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,60,demo_60,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,61,demo_61,211,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,63,demo_63,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,64,demo_64,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,65,demo_65,208,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,66,demo_66,216,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,67,demo_67,220,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,68,demo_68,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,69,demo_69,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,70,demo_70,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,71,demo_71,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,72,demo_72,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,73,demo_73,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,74,demo_74,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,75,demo_75,203,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,76,demo_76,224,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,78,demo_78,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,80,demo_80,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,81,demo_81,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,82,demo_82,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,83,demo_83,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,84,demo_84,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,86,demo_86,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,87,demo_87,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,88,demo_88,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,89,demo_89,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,91,demo_91,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,92,demo_92,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,93,demo_93,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,94,demo_94,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,95,demo_95,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,96,demo_96,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,98,demo_98,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,99,demo_99,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,100,demo_100,196,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,101,demo_101,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,102,demo_102,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,103,demo_103,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,105,demo_105,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,106,demo_106,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,107,demo_107,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,108,demo_108,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,110,demo_110,207,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,111,demo_111,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,112,demo_112,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,113,demo_113,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,114,demo_114,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,115,demo_115,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,116,demo_116,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,117,demo_117,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,119,demo_119,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,120,demo_120,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,122,demo_122,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,123,demo_123,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,124,demo_124,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,125,demo_125,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,126,demo_126,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,127,demo_127,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,130,demo_130,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,131,demo_131,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,132,demo_132,196,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,133,demo_133,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,134,demo_134,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,135,demo_135,220,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,136,demo_136,203,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,137,demo_137,207,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,138,demo_138,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,139,demo_139,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,140,demo_140,203,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,141,demo_141,208,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,142,demo_142,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,143,demo_143,203,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,144,demo_144,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,146,demo_146,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,148,demo_148,215,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,149,demo_149,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,150,demo_150,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,151,demo_151,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,152,demo_152,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,153,demo_153,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,154,demo_154,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,155,demo_155,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,157,demo_157,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,158,demo_158,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,159,demo_159,223,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,160,demo_160,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,161,demo_161,232,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,162,demo_162,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,163,demo_163,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,164,demo_164,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,165,demo_165,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,167,demo_167,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,168,demo_168,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,169,demo_169,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,170,demo_170,216,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,171,demo_171,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,172,demo_172,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,173,demo_173,208,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,174,demo_174,224,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,176,demo_176,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,177,demo_177,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,178,demo_178,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,179,demo_179,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,180,demo_180,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,183,demo_183,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,184,demo_184,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,185,demo_185,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,186,demo_186,223,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,187,demo_187,208,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,188,demo_188,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,189,demo_189,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,190,demo_190,234,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,191,demo_191,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,192,demo_192,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,193,demo_193,195,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,194,demo_194,203,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,195,demo_195,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,197,demo_197,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,198,demo_198,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,199,demo_199,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,200,demo_200,226,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,201,demo_201,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,202,demo_202,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,203,demo_203,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,204,demo_204,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,205,demo_205,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,206,demo_206,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,207,demo_207,203,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,208,demo_208,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,209,demo_209,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,211,demo_211,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,212,demo_212,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,213,demo_213,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,214,demo_214,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,215,demo_215,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,216,demo_216,220,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,217,demo_217,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,219,demo_219,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,221,demo_221,224,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,222,demo_222,216,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,223,demo_223,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,224,demo_224,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,225,demo_225,201,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,227,demo_227,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,228,demo_228,216,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,229,demo_229,208,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,230,demo_230,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,231,demo_231,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,232,demo_232,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,233,demo_233,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,234,demo_234,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,235,demo_235,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,236,demo_236,207,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,237,demo_237,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,238,demo_238,224,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,239,demo_239,232,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,240,demo_240,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,241,demo_241,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,242,demo_242,234,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,244,demo_244,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,245,demo_245,201,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,246,demo_246,230,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,247,demo_247,228,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,248,demo_248,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,249,demo_249,196,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,250,demo_250,226,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,251,demo_251,196,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,252,demo_252,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,253,demo_253,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,254,demo_254,215,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,255,demo_255,211,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,256,demo_256,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,257,demo_257,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,258,demo_258,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,259,demo_259,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,260,demo_260,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,261,demo_261,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,262,demo_262,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,263,demo_263,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,264,demo_264,220,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,265,demo_265,220,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,266,demo_266,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,268,demo_268,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,269,demo_269,196,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,271,demo_271,211,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,272,demo_272,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,273,demo_273,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,274,demo_274,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,275,demo_275,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,276,demo_276,223,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,278,demo_278,219,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,279,demo_279,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,280,demo_280,230,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,281,demo_281,228,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,282,demo_282,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,283,demo_283,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,284,demo_284,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,286,demo_286,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,287,demo_287,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,288,demo_288,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,289,demo_289,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,290,demo_290,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,291,demo_291,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,292,demo_292,229,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,293,demo_293,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,294,demo_294,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,295,demo_295,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,296,demo_296,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,297,demo_297,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,298,demo_298,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
1,bowl_on_plate,299,demo_299,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_1.pkl
2,bowl_on_plate,0,demo_0,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,27,demo_27,185,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,32,demo_32,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,33,demo_33,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,52,demo_52,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,59,demo_59,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,67,demo_67,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
