training_seed,scenario_id,task,layout,simulator_seed,initial_state_key,condition,occlusion_duration_steps,control_hz,split,state_path,saved_state_sha256,restored_state_sha256,state_file_sha256
2,v1r_clean_confirm_l1_08,bowl_on_plate,1,1562473581,v1r_clean_confirm_l1_08_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_08.npz,5c744240a2cea877bd4628d2e601ebe0ee5a297e680dae0014a78caa8716ea7b,5c744240a2cea877bd4628d2e601ebe0ee5a297e680dae0014a78caa8716ea7b,73b0b25ce82d2461dc8ed2eebda9e0c791a805b1c49b8c94285054b0d98763e6
0,v1r_clean_confirm_l1_09,bowl_on_plate,1,414407686,v1r_clean_confirm_l1_09_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_09.npz,3dda94b28b58e18a606d200f7ac5f961d3a2b720ec5995bed081b23d3401d63f,3dda94b28b58e18a606d200f7ac5f961d3a2b720ec5995bed081b23d3401d63f,c858c5c8e628490813a7329729c1823f8a50c0fc2dd9a772c732d722b7956d85
1,v1r_clean_confirm_l1_09,bowl_on_plate,1,414407686,v1r_clean_confirm_l1_09_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_09.npz,3dda94b28b58e18a606d200f7ac5f961d3a2b720ec5995bed081b23d3401d63f,3dda94b28b58e18a606d200f7ac5f961d3a2b720ec5995bed081b23d3401d63f,c858c5c8e628490813a7329729c1823f8a50c0fc2dd9a772c732d722b7956d85
2,v1r_clean_confirm_l1_09,bowl_on_plate,1,414407686,v1r_clean_confirm_l1_09_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_09.npz,3dda94b28b58e18a606d200f7ac5f961d3a2b720ec5995bed081b23d3401d63f,3dda94b28b58e18a606d200f7ac5f961d3a2b720ec5995bed081b23d3401d63f,c858c5c8e628490813a7329729c1823f8a50c0fc2dd9a772c732d722b7956d85
0,v1r_clean_confirm_l1_10,bowl_on_plate,1,4191857884,v1r_clean_confirm_l1_10_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_10.npz,bee4745c1c6c9b9ed01f428918890a986f9cbd33936feb813e247e0bc9a58f34,bee4745c1c6c9b9ed01f428918890a986f9cbd33936feb813e247e0bc9a58f34,10eb08d6962de21e9ad5fa0752218e43086c627079de3104c1f18f5aa6daed11
1,v1r_clean_confirm_l1_10,bowl_on_plate,1,4191857884,v1r_clean_confirm_l1_10_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_10.npz,bee4745c1c6c9b9ed01f428918890a986f9cbd33936feb813e247e0bc9a58f34,bee4745c1c6c9b9ed01f428918890a986f9cbd33936feb813e247e0bc9a58f34,10eb08d6962de21e9ad5fa0752218e43086c627079de3104c1f18f5aa6daed11
2,v1r_clean_confirm_l1_10,bowl_on_plate,1,4191857884,v1r_clean_confirm_l1_10_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_10.npz,bee4745c1c6c9b9ed01f428918890a986f9cbd33936feb813e247e0bc9a58f34,bee4745c1c6c9b9ed01f428918890a986f9cbd33936feb813e247e0bc9a58f34,10eb08d6962de21e9ad5fa0752218e43086c627079de3104c1f18f5aa6daed11
0,v1r_clean_confirm_l1_11,bowl_on_plate,1,3398052599,v1r_clean_confirm_l1_11_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_11.npz,a7a344872e782fe71c11ad787de8e645b49e0a21a081b8459738506908fdc80d,a7a344872e782fe71c11ad787de8e645b49e0a21a081b8459738506908fdc80d,01f353ab271a493d7a45124f4d96bb23aa784f9c0aa6f13e23a81eb888a82165
1,v1r_clean_confirm_l1_11,bowl_on_plate,1,3398052599,v1r_clean_confirm_l1_11_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_11.npz,a7a344872e782fe71c11ad787de8e645b49e0a21a081b8459738506908fdc80d,a7a344872e782fe71c11ad787de8e645b49e0a21a081b8459738506908fdc80d,01f353ab271a493d7a45124f4d96bb23aa784f9c0aa6f13e23a81eb888a82165
2,v1r_clean_confirm_l1_11,bowl_on_plate,1,3398052599,v1r_clean_confirm_l1_11_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_11.npz,a7a344872e782fe71c11ad787de8e645b49e0a21a081b8459738506908fdc80d,a7a344872e782fe71c11ad787de8e645b49e0a21a081b8459738506908fdc80d,01f353ab271a493d7a45124f4d96bb23aa784f9c0aa6f13e23a81eb888a82165
0,v1r_clean_confirm_l1_12,bowl_on_plate,1,4245107182,v1r_clean_confirm_l1_12_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_12.npz,117d8bad5f0d78d19669bb3a8bc655fde189e11ae481c77520b8ff08b5b3438b,117d8bad5f0d78d19669bb3a8bc655fde189e11ae481c77520b8ff08b5b3438b,85c3e9010488ac29ea4e033c380c94815ae101efef31bc230968640e90eb18b8
1,v1r_clean_confirm_l1_12,bowl_on_plate,1,4245107182,v1r_clean_confirm_l1_12_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_12.npz,117d8bad5f0d78d19669bb3a8bc655fde189e11ae481c77520b8ff08b5b3438b,117d8bad5f0d78d19669bb3a8bc655fde189e11ae481c77520b8ff08b5b3438b,85c3e9010488ac29ea4e033c380c94815ae101efef31bc230968640e90eb18b8
2,v1r_clean_confirm_l1_12,bowl_on_plate,1,4245107182,v1r_clean_confirm_l1_12_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_12.npz,117d8bad5f0d78d19669bb3a8bc655fde189e11ae481c77520b8ff08b5b3438b,117d8bad5f0d78d19669bb3a8bc655fde189e11ae481c77520b8ff08b5b3438b,85c3e9010488ac29ea4e033c380c94815ae101efef31bc230968640e90eb18b8
0,v1r_clean_confirm_l1_13,bowl_on_plate,1,3549459189,v1r_clean_confirm_l1_13_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_13.npz,a777d37686b327607875dfc613969fa87de26d596ea165f6dad645ee7f3cfafd,a777d37686b327607875dfc613969fa87de26d596ea165f6dad645ee7f3cfafd,a5b1a76cb73367f9456e56e80538fa283b641dfd295e159d1345e3477080d525
1,v1r_clean_confirm_l1_13,bowl_on_plate,1,3549459189,v1r_clean_confirm_l1_13_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_13.npz,a777d37686b327607875dfc613969fa87de26d596ea165f6dad645ee7f3cfafd,a777d37686b327607875dfc613969fa87de26d596ea165f6dad645ee7f3cfafd,a5b1a76cb73367f9456e56e80538fa283b641dfd295e159d1345e3477080d525
2,v1r_clean_confirm_l1_13,bowl_on_plate,1,3549459189,v1r_clean_confirm_l1_13_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_13.npz,a777d37686b327607875dfc613969fa87de26d596ea165f6dad645ee7f3cfafd,a777d37686b327607875dfc613969fa87de26d596ea165f6dad645ee7f3cfafd,a5b1a76cb73367f9456e56e80538fa283b641dfd295e159d1345e3477080d525
0,v1r_clean_confirm_l1_14,bowl_on_plate,1,1904899742,v1r_clean_confirm_l1_14_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_14.npz,2dde3a4e3146d7a92c0abdf8c9e81f41a29c911ab42193e1d8ecee86cebd560d,2dde3a4e3146d7a92c0abdf8c9e81f41a29c911ab42193e1d8ecee86cebd560d,263e417238af784eae5b510e9cf5e3eea7c26ce7454b1bea7eb7190e849fd750
1,v1r_clean_confirm_l1_14,bowl_on_plate,1,1904899742,v1r_clean_confirm_l1_14_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_14.npz,2dde3a4e3146d7a92c0abdf8c9e81f41a29c911ab42193e1d8ecee86cebd560d,2dde3a4e3146d7a92c0abdf8c9e81f41a29c911ab42193e1d8ecee86cebd560d,263e417238af784eae5b510e9cf5e3eea7c26ce7454b1bea7eb7190e849fd750
2,v1r_clean_confirm_l1_14,bowl_on_plate,1,1904899742,v1r_clean_confirm_l1_14_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_14.npz,2dde3a4e3146d7a92c0abdf8c9e81f41a29c911ab42193e1d8ecee86cebd560d,2dde3a4e3146d7a92c0abdf8c9e81f41a29c911ab42193e1d8ecee86cebd560d,263e417238af784eae5b510e9cf5e3eea7c26ce7454b1bea7eb7190e849fd750
0,v1r_clean_confirm_l1_15,bowl_on_plate,1,3386793954,v1r_clean_confirm_l1_15_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_15.npz,b92b5308dfa137d5bd608f317128b1f4ceef51c5acfc758dbb566c438ad583c2,6a0993dfdd81b0d2c8ae5814990b335f1eb3aca8d577f837a9db37abf6cdb46d,97ebc1ee2a2d9833d0f1ecbd0d662d52ea125e130aa5d63d8697df480464d5e7
1,v1r_clean_confirm_l1_15,bowl_on_plate,1,3386793954,v1r_clean_confirm_l1_15_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_15.npz,b92b5308dfa137d5bd608f317128b1f4ceef51c5acfc758dbb566c438ad583c2,6a0993dfdd81b0d2c8ae5814990b335f1eb3aca8d577f837a9db37abf6cdb46d,97ebc1ee2a2d9833d0f1ecbd0d662d52ea125e130aa5d63d8697df480464d5e7
2,v1r_clean_confirm_l1_15,bowl_on_plate,1,3386793954,v1r_clean_confirm_l1_15_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_15.npz,b92b5308dfa137d5bd608f317128b1f4ceef51c5acfc758dbb566c438ad583c2,6a0993dfdd81b0d2c8ae5814990b335f1eb3aca8d577f837a9db37abf6cdb46d,97ebc1ee2a2d9833d0f1ecbd0d662d52ea125e130aa5d63d8697df480464d5e7
0,v1r_clean_confirm_l1_16,bowl_on_plate,1,2044257216,v1r_clean_confirm_l1_16_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_16.npz,8e9123ae7d4120584a92f976050d50f469079f4af5efc269ba00e2dc79abf88f,8e9123ae7d4120584a92f976050d50f469079f4af5efc269ba00e2dc79abf88f,576a489b67a4e7b43f7366ffa84892db7f79945d06969b38517977ccf2a20c9a
1,v1r_clean_confirm_l1_16,bowl_on_plate,1,2044257216,v1r_clean_confirm_l1_16_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_16.npz,8e9123ae7d4120584a92f976050d50f469079f4af5efc269ba00e2dc79abf88f,8e9123ae7d4120584a92f976050d50f469079f4af5efc269ba00e2dc79abf88f,576a489b67a4e7b43f7366ffa84892db7f79945d06969b38517977ccf2a20c9a
2,v1r_clean_confirm_l1_16,bowl_on_plate,1,2044257216,v1r_clean_confirm_l1_16_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_16.npz,8e9123ae7d4120584a92f976050d50f469079f4af5efc269ba00e2dc79abf88f,8e9123ae7d4120584a92f976050d50f469079f4af5efc269ba00e2dc79abf88f,576a489b67a4e7b43f7366ffa84892db7f79945d06969b38517977ccf2a20c9a
0,v1r_clean_confirm_l1_17,bowl_on_plate,1,3541242954,v1r_clean_confirm_l1_17_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_17.npz,14109b7855c6e3e211049b2f3a9855fa77a5bfe255c20da6ab30466ea84a6034,14109b7855c6e3e211049b2f3a9855fa77a5bfe255c20da6ab30466ea84a6034,9ab23ce75d6b8f5cc3bb8c9adf6ed99c386f4b0ae3919110053d69090ff9bb7e
1,v1r_clean_confirm_l1_17,bowl_on_plate,1,3541242954,v1r_clean_confirm_l1_17_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_17.npz,14109b7855c6e3e211049b2f3a9855fa77a5bfe255c20da6ab30466ea84a6034,14109b7855c6e3e211049b2f3a9855fa77a5bfe255c20da6ab30466ea84a6034,9ab23ce75d6b8f5cc3bb8c9adf6ed99c386f4b0ae3919110053d69090ff9bb7e
2,v1r_clean_confirm_l1_17,bowl_on_plate,1,3541242954,v1r_clean_confirm_l1_17_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_17.npz,14109b7855c6e3e211049b2f3a9855fa77a5bfe255c20da6ab30466ea84a6034,14109b7855c6e3e211049b2f3a9855fa77a5bfe255c20da6ab30466ea84a6034,9ab23ce75d6b8f5cc3bb8c9adf6ed99c386f4b0ae3919110053d69090ff9bb7e
0,v1r_clean_confirm_l1_18,bowl_on_plate,1,896773619,v1r_clean_confirm_l1_18_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_18.npz,e0905e2f863dd71b2709b98e3dee424a4739f19139f3e23184503df4bda87de2,e0905e2f863dd71b2709b98e3dee424a4739f19139f3e23184503df4bda87de2,9a659b880215f4a8692dea334c0a177ed2a76fad81d0feb5db1ac536a87244d2
1,v1r_clean_confirm_l1_18,bowl_on_plate,1,896773619,v1r_clean_confirm_l1_18_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_18.npz,e0905e2f863dd71b2709b98e3dee424a4739f19139f3e23184503df4bda87de2,e0905e2f863dd71b2709b98e3dee424a4739f19139f3e23184503df4bda87de2,9a659b880215f4a8692dea334c0a177ed2a76fad81d0feb5db1ac536a87244d2
2,v1r_clean_confirm_l1_18,bowl_on_plate,1,896773619,v1r_clean_confirm_l1_18_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_18.npz,e0905e2f863dd71b2709b98e3dee424a4739f19139f3e23184503df4bda87de2,e0905e2f863dd71b2709b98e3dee424a4739f19139f3e23184503df4bda87de2,9a659b880215f4a8692dea334c0a177ed2a76fad81d0feb5db1ac536a87244d2
0,v1r_clean_confirm_l1_19,bowl_on_plate,1,2972508008,v1r_clean_confirm_l1_19_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_19.npz,3c7f7f7b30e714e21513c9fac975d0d07556a947fdaba929f19ecaed8121f7ad,3c7f7f7b30e714e21513c9fac975d0d07556a947fdaba929f19ecaed8121f7ad,ca0529978a6511700e297954ddb6663761809d5adfc783f5b5c4d077e00b16d6
1,v1r_clean_confirm_l1_19,bowl_on_plate,1,2972508008,v1r_clean_confirm_l1_19_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_19.npz,3c7f7f7b30e714e21513c9fac975d0d07556a947fdaba929f19ecaed8121f7ad,3c7f7f7b30e714e21513c9fac975d0d07556a947fdaba929f19ecaed8121f7ad,ca0529978a6511700e297954ddb6663761809d5adfc783f5b5c4d077e00b16d6
2,v1r_clean_confirm_l1_19,bowl_on_plate,1,2972508008,v1r_clean_confirm_l1_19_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_19.npz,3c7f7f7b30e714e21513c9fac975d0d07556a947fdaba929f19ecaed8121f7ad,3c7f7f7b30e714e21513c9fac975d0d07556a947fdaba929f19ecaed8121f7ad,ca0529978a6511700e297954ddb6663761809d5adfc783f5b5c4d077e00b16d6
